record_id,major,degree,school,school_year,female_new_enrollment,female_total_graduated
3753,Computer Science,Bachelor's,248,2007-2008,,
3754,Computer Science,Bachelor's,248,2008-2009,,
3755,Computer Science,Bachelor's,248,2009-2010,,
3756,Computer Science,Bachelor's,248,2010-2011,,
3757,Computer Science,Bachelor's,248,2011-2012,,
3758,Computer Engineering,Bachelor's,248,2007-2008,,
3759,Computer Engineering,Bachelor's,248,2008-2009,,
3760,Computer Engineering,Bachelor's,248,2009-2010,,
5292,Computer Science,Bachelor's,249,2011-2012,11,9
5294,Computer Science,Bachelor's,249,2013-2014,17,6
5293,Computer Science,Bachelor's,249,2012-2013,9,7
5295,Computer Science,Bachelor's,249,2014-2015,16,12
5299,Information Technology,Bachelor's,249,2013-2014,8,22
5301,Information Technology,Bachelor's,249,2015-2016,11,29
5296,Computer Science,Bachelor's,249,2015-2016,9,2
5297,Information Technology,Bachelor's,249,2011-2012,3,17
5298,Information Technology,Bachelor's,249,2012-2013,6,15
5300,Information Technology,Bachelor's,249,2014-2015,3,30
3178,Computer Information Systems,Bachelor's,25,2004-2005,,
3179,Computer Information Systems,Bachelor's,25,2005-2006,,
3180,Computer Information Systems,Bachelor's,25,2006-2007,,
3181,Computer Information Systems,Bachelor's,25,2007-2008,,
3182,Computer Information Systems,Bachelor's,25,2008-2009,,
3183,Computer Information Systems,Bachelor's,25,2009-2010,,
3184,Computer Information Systems,Bachelor's,25,2010-2011,,
3185,Computer Information Systems,Bachelor's,25,2011-2012,,
3170,Computer Science,Bachelor's,25,2004-2005,,
3171,Computer Science,Bachelor's,25,2005-2006,,
3172,Computer Science,Bachelor's,25,2006-2007,,
3173,Computer Science,Bachelor's,25,2007-2008,,
3174,Computer Science,Bachelor's,25,2008-2009,,
3175,Computer Science,Bachelor's,25,2009-2010,,
3176,Computer Science,Bachelor's,25,2010-2011,,
3177,Computer Science,Bachelor's,25,2011-2012,,
2650,Informatics,Bachelor's,250,2006-2007,,
2651,Informatics,Bachelor's,250,2007-2008,,
2652,Informatics,Bachelor's,250,2008-2009,,
2653,Informatics,Bachelor's,250,2009-2010,,
2644,Computer Science,Bachelor's,250,2004-2005,,
2645,Computer Science,Bachelor's,250,2005-2006,,
2646,Computer Science,Bachelor's,250,2006-2007,,
2647,Computer Science,Bachelor's,250,2007-2008,,
2648,Computer Science,Bachelor's,250,2008-2009,,
2649,Computer Science,Bachelor's,250,2009-2010,,
2654,Information Management,Bachelor's,250,2004-2005,,
2655,Information Management,Bachelor's,250,2005-2006,,
2656,Information Management,Bachelor's,250,2006-2007,,
2657,Information Management,Bachelor's,250,2007-2008,,
2658,Information Management,Bachelor's,250,2008-2009,,
2659,Information Management,Bachelor's,250,2009-2010,,
4537,Computer Science,Bachelor's,251,2014-2015,,
5135,Computer Science,Bachelor's,251,2004-2005,,
5136,Computer Science,Bachelor's,251,2015-2016,,
4508,Computer Science,Bachelor's,255,2015-2016,,
4574,Computer Science (BS),Bachelor's,255,2015-2016,,
4572,Computer Science (BA),Bachelor's,255,2015-2016,,
4573,Computer Science (BA),Bachelor'ss,255,2015-2016,,
3294,Computer Science,Bachelor's,258,2004-2005,,
3295,Computer Science,Bachelor's,258,2005-2006,,
3296,Computer Science,Bachelor's,258,2006-2007,,
3297,Computer Science,Bachelor's,258,2007-2008,,
3298,Computer Science,Bachelor's,258,2008-2009,,
3299,Computer Engineering,Bachelor's,258,2004-2005,,
3300,Computer Engineering,Bachelor's,258,2005-2006,,
3301,Computer Engineering,Bachelor's,258,2006-2007,,
3302,Computer Engineering,Bachelor's,258,2007-2008,,
3303,Computer Engineering,Bachelor's,258,2008-2009,,
2057,Computer Science,Bachelor's,26,2008-2009,25,16
2059,Computer Science,Bachelor's,26,2009-2010,27,28
2061,Computer Science,Bachelor's,26,2010-2011,32,36
2063,Computer Science,Bachelor's,26,2011-2012,32,31
2065,Computer Science,Bachelor's,26,2012-2013,39,38
2067,Computer Science,Bachelor's,26,2013-2014,48,38
2069,Computer Science,Bachelor's,26,2014-2015,,
4507,Computer Science,Bachelor's,26,2015-2016,,
2058,Computer Engineering,Bachelor's,26,2008-2009,6,8
2060,Computer Engineering,Bachelor's,26,2009-2010,3,3
2062,Computer Engineering,Bachelor's,26,2010-2011,6,6
2064,Computer Engineering,Bachelor's,26,2011-2012,11,7
2066,Computer Engineering,Bachelor's,26,2012-2013,7,2
2068,Computer Engineering,Bachelor's,26,2013-2014,11,8
2070,Computer Engineering,Bachelor's,26,2014-2015,,
4807,Computer Engineering,Bachelor's,26,2015-2016,,
3108,Computer Science,Bachelor's,260,2010-2011,,
3109,Computer Science,Bachelor's,260,2011-2012,,
3116,Computer Science,Bachelor's,260,2010-2011,,
3117,Computer Science,Bachelor's,260,2011-2012,,
5245,Computer Science + X,Bachelor's,262,2013-2014,,
2189,Computer Science,Bachelor'ss,262,2004-2005,,
2190,Computer Science,Bachelor'ss,262,2005-2006,,
2191,Computer Science,Bachelor'ss,262,2006-2007,,
2225,Computer Science,Bachelor's,262,2010-2011,,
2226,Computer Science,Bachelor's,262,2011-2012,,
2192,Computer Science (BS),Bachelor'ss,262,2007-2008,,
2193,Computer Science (BS),Bachelor'ss,262,2008-2009,,
2194,Computer Science (BS),Bachelor'ss,262,2009-2010,,
2195,Computer Science (BS),Bachelor'ss,262,2010-2011,,
2196,Computer Science (BS),Bachelor'ss,262,2011-2012,,
2207,Computer Science (BS),Bachelor's,262,2007-2008,,
2208,Computer Science (BS),Bachelor's,262,2008-2009,,
2209,Computer Science (BS),Bachelor's,262,2009-2010,,
2210,Computer Science (BS),Bachelor's,262,2010-2011,,
2211,Computer Science (BS),Bachelor's,262,2011-2012,,
2212,Computer Science (BS),Bachelor's,262,2007-2008,,
2213,Computer Science (BS),Bachelor's,262,2008-2009,,
2214,Computer Science (BS),Bachelor's,262,2009-2010,,
2215,Computer Science (BS),Bachelor's,262,2010-2011,,
2216,Computer Science (BS),Bachelor's,262,2011-2012,,
2221,Computer Science (BA),Bachelor's,262,2011-2012,,
2222,Computer Science (BS),Bachelor's,262,2007-2008,,
2223,Computer Science (BS),Bachelor's,262,2008-2009,,
2224,Computer Science (BS),Bachelor's,262,2009-2010,,
4571,Computer Science (BS),Bachelor's,262,2015-2016,,
5244,Computer Science (BS),Bachelor's,262,2012-2013,,
5246,Computer Science (BS),Bachelor's,262,2014-2015,,
5247,Computer Science (BS),Bachelor's,262,2013-2014,,
2202,Computer Science (BA),Bachelor'ss,262,2007-2008,,
2203,Computer Science (BA),Bachelor'ss,262,2008-2009,,
2204,Computer Science (BA),Bachelor'ss,262,2009-2010,,
2205,Computer Science (BA),Bachelor'ss,262,2010-2011,,
2206,Computer Science (BA),Bachelor'ss,262,2011-2012,,
2217,Computer Science (BA),Bachelor's,262,2007-2008,,
2218,Computer Science (BA),Bachelor's,262,2008-2009,,
2219,Computer Science (BA),Bachelor's,262,2009-2010,,
2220,Computer Science (BA),Bachelor's,262,2010-2011,,
5240,Computer Science (BA),Bachelor'ss,262,2012-2013,,
5241,Computer Science (BA),Bachelor'ss,262,2013-2014,,
5242,Computer Science (BA),Bachelor'ss,262,2014-2015,,
5243,Computer Science (BA),Bachelor'ss,262,2015-2016,,
2197,Computational Biology,Bachelor'ss,262,2007-2008,,
2198,Computational Biology,Bachelor'ss,262,2008-2009,,
2199,Computational Biology,Bachelor'ss,262,2009-2010,,
2200,Computational Biology,Bachelor'ss,262,2010-2011,,
2201,Computational Biology,Bachelor'ss,262,2011-2012,,
1980,Information Technology,Bachelor's,263,2013-2014,8,
2035,Information Technology,Bachelor's,263,2014-2015,31,
1981,Software Engineering,Bachelor's,263,2013-2014,6,
2031,Software Engineering,Bachelor's,263,2014-2015,37,
1978,Electrical Engineering,Bachelor's,263,2013-2014,3,
2034,Electrical Engineering,Bachelor's,263,2014-2015,41,
3234,Information Technology,Bachelor's,268,2004-2005,,
3235,Information Technology,Bachelor's,268,2005-2006,,
3236,Information Technology,Bachelor's,268,2006-2007,,
3237,Information Technology,Bachelor's,268,2007-2008,,
3238,Information Technology,Bachelor's,268,2008-2009,,
3239,Information Technology,Bachelor's,268,2009-2010,,
3240,Information Technology,Bachelor's,268,2010-2011,,
3241,Information Technology,Bachelor's,268,2011-2012,,
5258,Information Technology,Bachelor's,27,2015-2016,,
5259,Computer Information Systems,Bachelor's,27,2015-2016,,
4535,Applied Computer Science,Bachelor's,27,2015-2016,,
5257,Computer Science ,Bachelor's,27,2015-2016,,
2668,Computer Science,Bachelor's,270,2004-2005,,
2669,Computer Science,Bachelor's,270,2005-2006,,
2670,Computer Science,Bachelor's,270,2006-2007,,
2671,Computer Science,Bachelor's,270,2007-2008,,
2672,Computer Science,Bachelor's,270,2008-2009,,
2673,Computer Science,Bachelor's,270,2009-2010,,
2674,Computer Science,Bachelor's,270,2010-2011,,
2675,Computer Science,Bachelor's,270,2011-2012,,
2676,Computer Science,Bachelor's,270,2007-2008,,
2677,Computer Science,Bachelor's,270,2008-2009,,
2678,Computer Science,Bachelor's,270,2009-2010,,
5012,Computer Science,Bachelor's,270,2012-2013,,
5013,Computer Science,Bachelor's,270,2013-2014,,
5014,Computer Science,Bachelor's,270,2014-2015,,
5015,Computer Science,Bachelor's,270,2015-2016,,
5016,Computer Science,Bachelor's,270,2016-2017,,
2660,Computer Engineering,Bachelor's,270,2004-2005,,
2661,Computer Engineering,Bachelor's,270,2005-2006,,
2662,Computer Engineering,Bachelor's,270,2006-2007,,
2663,Computer Engineering,Bachelor's,270,2007-2008,,
2664,Computer Engineering,Bachelor's,270,2008-2009,,
2665,Computer Engineering,Bachelor's,270,2009-2010,,
2666,Computer Engineering,Bachelor's,270,2010-2011,,
2667,Computer Engineering,Bachelor's,270,2011-2012,,
5017,Computer Engineering,Bachelor's,270,2012-2013,,
5018,Computer Engineering,Bachelor's,270,2013-2014,,
5019,Computer Engineering,Bachelor's,270,2014-2015,,
5020,Computer Engineering,Bachelor's,270,2015-2016,,
5021,Computer Engineering,Bachelor's,270,2016-2017,,
2679,Software Engineering,Bachelor's,270,2010-2011,,
2680,Software Engineering,Bachelor's,270,2011-2012,,
5027,Software Engineering,Bachelor's,270,2012-2013,,
5028,Software Engineering,Bachelor's,270,2013-2014,,
5029,Software Engineering,Bachelor's,270,2014-2015,,
5030,Software Engineering,Bachelor's,270,2015-2016,,
5031,Software Engineering,Bachelor's,270,2016-2017,,
5032,Electrical Engineering,Bachelor's,270,2010-2011,,
5033,Electrical Engineering,Bachelor's,270,2011-2012,,
5034,Electrical Engineering,Bachelor's,270,2012-2013,,
5035,Electrical Engineering,Bachelor's,270,2013-2014,,
5036,Electrical Engineering,Bachelor's,270,2014-2015,,
5037,Electrical Engineering,Bachelor's,270,2015-2016,,
5038,Electrical Engineering,Bachelor's,270,2016-2017,,
5039,Mechanical Engineering,Bachelor's,270,2010-2011,,
5040,Mechanical Engineering,Bachelor's,270,2011-2012,,
5041,Mechanical Engineering,Bachelor's,270,2012-2013,,
5042,Mechanical Engineering,Bachelor's,270,2013-2014,,
5043,Mechanical Engineering,Bachelor's,270,2014-2015,,
5044,Mechanical Engineering,Bachelor's,270,2015-2016,,
5045,Mechanical Engineering,Bachelor's,270,2016-2017,,
2681,Management Information Systems,Bachelor's,270,2004-2005,,
2682,Management Information Systems,Bachelor's,270,2005-2006,,
2683,Management Information Systems,Bachelor's,270,2006-2007,,
2684,Management Information Systems,Bachelor's,270,2007-2008,,
2685,Management Information Systems,Bachelor's,270,2008-2009,,
2686,Management Information Systems,Bachelor's,270,2009-2010,,
2687,Management Information Systems,Bachelor's,270,2010-2011,,
2688,Management Information Systems,Bachelor's,270,2011-2012,,
5022,Management Information Systems,Bachelor's,270,2012-2013,,
5023,Management Information Systems,Bachelor's,270,2013-2014,,
5024,Management Information Systems,Bachelor's,270,2014-2015,,
5025,Management Information Systems,Bachelor's,270,2015-2016,,
5026,Management Information Systems,Bachelor's,270,2016-2017,,
2872,Computer Science,Bachelor's,271,2004-2005,,
2873,Computer Science,Bachelor's,271,2005-2006,,
2874,Computer Science,Bachelor's,271,2006-2007,,
2875,Computer Science,Bachelor's,271,2007-2008,,
2876,Computer Science,Bachelor's,271,2008-2009,,
2877,Computer Science,Bachelor's,271,2011-2012,,
2043,Computer Science,Bachelor's,287,2013-2014,152,9
2041,Civil Engineering,Bachelor's,287,2013-2014,152,10
2045,Electrical & Computer Engineering,Bachelor's,287,2013-2014,152,6
2044,Computer Science,Bachelor's,287,2014-2015,189,5
2042,Civil Engineering,Bachelor's,287,2014-2015,189,4
2046,Electrical & Computer Engineering,Bachelor's,287,2014-2015,189,13
4933,Computer Science,Bachelor's,287,2016-2017,173,
4931,Civil Engineering,Bachelor's,287,2016-2017,173,
4935,Electrical & Computer Engineering,Bachelor's,287,2016-2017,173,
4932,Computer Science,Bachelor's,287,2015-2016,200,12
4930,Civil Engineering,Bachelor's,287,2015-2016,200,13
4934,Electrical & Computer Engineering,Bachelor's,287,2015-2016,200,3
1598,Computer Science,Bachelor's,287,2003-2004,85,8
1599,Computer Science,Bachelor's,287,2004-2005,75,4
1600,Computer Science,Bachelor's,287,2005-2006,73,2
1601,Computer Science,Bachelor's,287,2006-2007,99,4
1602,Computer Science,Bachelor's,287,2007-2008,92,1
1603,Computer Science,Bachelor's,287,2008-2009,93,6
1604,Computer Science,Bachelor's,287,2009-2010,112,3
1605,Computer Science,Bachelor's,287,2010-2011,127,0
1606,Computer Science,Bachelor's,287,2011-2012,107,7
1607,Computer Science,Bachelor's,287,2012-2013,139,12
1588,Civil Engineering,Bachelor's,287,2003-2004,85,2
1589,Civil Engineering,Bachelor's,287,2004-2005,75,5
1590,Civil Engineering,Bachelor's,287,2005-2006,73,7
1591,Civil Engineering,Bachelor's,287,2006-2007,99,11
1592,Civil Engineering,Bachelor's,287,2007-2008,92,6
1593,Civil Engineering,Bachelor's,287,2008-2009,93,6
1594,Civil Engineering,Bachelor's,287,2009-2010,112,14
1595,Civil Engineering,Bachelor's,287,2010-2011,127,7
1596,Civil Engineering,Bachelor's,287,2011-2012,107,7
1597,Civil Engineering,Bachelor's,287,2012-2013,139,8
1608,Electrical & Computer Engineering,Bachelor's,287,2003-2004,85,10
1609,Electrical & Computer Engineering,Bachelor's,287,2004-2005,75,10
1610,Electrical & Computer Engineering,Bachelor's,287,2005-2006,73,11
1611,Electrcal & Computer Engineering,Bachelor's,287,2006-2007,99,12
1612,Electrical & Computer Engineering,Bachelor's,287,2007-2008,92,6
1613,Electrical & Computer Engineering,Bachelor's,287,2008-2009,93,12
1614,Electrical & Computer Engineering,Bachelor's,287,2009-2010,112,11
1615,Electrical & Computer Engineering,Bachelor's,287,2010-2011,127,15
1616,Electrical & Computer Engineering,Bachelor's,287,2011-2012,107,6
1617,Electrical & Computer Engineering,Bachelor's,287,2012-2013,139,16
1340,Computer Science,Bachelor's,29,2004-2005,17,45
1341,Computer Science,Bachelor's,29,2005-2006,12,27
1342,Computer Science,Bachelor's,29,2006-2007,15,17
1343,Computer Science,Bachelor's,29,2007-2008,15,7
2882,Computer Science,Bachelor's,29,2008-2009,,
2883,Computer Science,Bachelor's,29,2009-2010,,
2884,Computer Science,Bachelor's,29,2010-2011,,
2885,Computer Science,Bachelor's,29,2011-2012,,
3390,Computer Information Systems,Bachelor's,291,2004-2005,,
3391,Computer Information Systems,Bachelor's,291,2005-2006,,
3392,Computer Information Systems,Bachelor's,291,2006-2007,,
3393,Computer Information Systems,Bachelor's,291,2007-2008,,
3394,Computer Information Systems,Bachelor's,291,2008-2009,,
3395,Computer Information Systems,Bachelor's,291,2009-2010,,
3396,Computer Information Systems,Bachelor's,291,2010-2011,,
3397,Computer Information Systems,Bachelor's,291,2011-2012,,
3374,Computer Science (BS),Bachelor's,291,2004-2005,,
3375,Computer Science (BS),Bachelor's,291,2005-2006,,
3376,Computer Science (BS),Bachelor's,291,2006-2007,,
3377,Computer Science (BS),Bachelor's,291,2007-2008,,
3378,Computer Science (BS),Bachelor's,291,2008-2009,,
3379,Computer Science (BS),Bachelor's,291,2009-2010,,
3380,Computer Science (BS),Bachelor's,291,2010-2011,,
3381,Computer Science (BS),Bachelor's,291,2011-2012,,
3382,Computer Science (BA),Bachelor's,291,2004-2005,,
3383,Computer Science (BA),Bachelor's,291,2005-2006,,
3384,Computer Science (BA),Bachelor's,291,2006-2007,,
3385,Computer Science (BA),Bachelor's,291,2007-2008,,
3386,Computer Science (BA),Bachelor's,291,2008-2009,,
3387,Computer Science (BA),Bachelor's,291,2009-2010,,
3388,Computer Science (BA),Bachelor's,291,2010-2011,,
3389,Computer Science (BA),Bachelor's,291,2011-2012,,
2523,Information Science,Bachelor's,294,2008-2009,,
2525,Information Science,Bachelor's,294,2009-2010,,
2526,Information Science,Bachelor's,294,2010-2011,,
2527,Information Science,Bachelor's,294,2011-2012,,
2519,Information Technology Management,Bachelor's,294,2004-2005,,
2520,Information Technology Management,Bachelor's,294,2005-2006,,
2521,Information Technology Management,Bachelor's,294,2006-2007,,
2522,Information Technology Management,Bachelor's,294,2007-2008,,
2902,Information Technology,Bachelor's,295,2004-2005,,
2903,Information Technology,Bachelor's,295,2005-2006,,
2904,Information Technology,Bachelor's,295,2006-2007,,
2905,Information Technology,Bachelor's,295,2007-2008,,
2906,Information Technology,Bachelor's,295,2008-2009,,
2907,Information Technology,Bachelor's,295,2009-2010,,
2908,Information Technology,Bachelor's,295,2010-2011,,
2909,Information Technology,Bachelor's,295,2011-2012,,
4563,Information Technology,Bachelor's,295,2014-2015,,7
2910,Informatics,Bachelor's,295,2007-2008,,
2911,Informatics,Bachelor's,295,2008-2009,,
2912,Informatics,Bachelor's,295,2009-2010,,
2913,Informatics,Bachelor's,295,2010-2011,,
2914,Informatics,Bachelor's,295,2011-2012,,
2915,Informatics,Bachelor's,295,2007-2008,,
2916,Informatics,Bachelor's,295,2008-2009,,
2917,Informatics,Bachelor's,295,2009-2010,,
2918,Informatics,Bachelor's,295,2010-2011,,
2919,Informatics,Bachelor's,295,2011-2012,,
4565,Informatics,Bachelor's,295,2014-2015,,3
2894,Computer Science,Bachelor's,295,2004-2005,,
2895,Computer Science,Bachelor's,295,2005-2006,,
2896,Computer Science,Bachelor's,295,2006-2007,,
2897,Computer Science,Bachelor's,295,2007-2008,,
2898,Computer Science,Bachelor's,295,2008-2009,,
2899,Computer Science,Bachelor's,295,2009-2010,,
2900,Computer Science,Bachelor's,295,2010-2011,,
2901,Computer Science,Bachelor's,295,2011-2012,,
4564,Computer Science,Bachelor's,295,2014-2015,,2
2920,Computer Engineering Technology,Bachelor's,295,2006-2007,,
2921,Computer Engineering Technology,Bachelor's,295,2007-2008,,
2922,Computer Engineering Technology,Bachelor's,295,2008-2009,,
4561,Management Information Systems,Bachelor's,295,2014-2015,,6
2176,Computer Science,Bachelor'ss,297,2007-2008,,
2177,Computer Science,Bachelor'ss,297,2008-2009,,
2178,Computer Science,Bachelor'ss,297,2009-2010,,
2179,Computer Science,Bachelor'ss,297,2010-2011,,
2180,Computer Science,Bachelor'ss,297,2011-2012,,
4488,Computer Science,Bachelor'ss,297,2015-2016,,
3852,Computer Science,Bachelor's,299,2004-2005,,
3853,Computer Science,Bachelor's,299,2005-2006,,
3854,Computer Science,Bachelor's,299,2006-2007,,
3855,Computer Science,Bachelor's,299,2007-2008,,
3856,Computer Science,Bachelor's,299,2008-2009,,
3857,Computer Science,Bachelor's,299,2009-2010,,
3858,Computer Science,Bachelor's,299,2010-2011,,
3859,Computer Science,Bachelor's,299,2011-2012,,
3860,Computer Science,Bachelor's,299,2004-2005,,
3861,Computer Science,Bachelor's,299,2005-2006,,
3862,Computer Science,Bachelor's,299,2006-2007,,
3863,Computer Science,Bachelor's,299,2007-2008,,
3864,Computer Science,Bachelor's,299,2008-2009,,
3865,Computer Science,Bachelor's,299,2009-2010,,
3866,Computer Science,Bachelor's,299,2010-2011,,
3867,Computer Science,Bachelor's,299,2011-2012,,
3868,Computer Engineering,Bachelor's,299,2004-2005,,
3869,Computer Engineering,Bachelor's,299,2005-2006,,
3870,Computer Engineering,Bachelor's,299,2006-2007,,
3871,Computer Engineering,Bachelor's,299,2007-2008,,
3872,Computer Engineering,Bachelor's,299,2008-2009,,
3873,Computer Engineering,Bachelor's,299,2009-2010,,
3874,Computer Engineering,Bachelor's,299,2010-2011,,
3875,Computer Engineering,Bachelor's,299,2011-2012,,
1476,Computer Science,Bachelor's,302,2005-2006,4,3
1477,Computer Science,Bachelor's,302,2006-2007,6,5
1478,Computer Science,Bachelor's,302,2007-2008,6,4
1479,Computer Science,Bachelor's,302,2008-2009,23,3
1685,Computer Science,Bachelor's,302,2012-2013,28,13
1686,Computer Science,Bachelor's,302,2011-2012,15,13
1688,Computer Science,Bachelor's,302,2010-2011,17,10
1689,Computer Science,Bachelor's,302,2009-2010,22,7
2055,Computer Science,Bachelor's,302,2013-2014,33,11
4343,Computer Science,Bachelor's,302,2014-2015,52,11
4344,Computer Science,Bachelor's,302,2015-2016,,
1472,Computer Engineering,Bachelor's,302,2005-2006,4,3
1473,Computer Engineering,Bachelor's,302,2006-2007,3,2
1474,Computer Engineering,Bachelor's,302,2007-2008,2,2
1475,Computer Engineering,Bachelor's,302,2008-2009,12,1
1690,Computer Engineering,Bachelor's,302,2009-2010,7,1
1691,Computer Engineering,Bachelor's,302,2010-2011,12,5
1692,Computer Engineering,Bachelor's,302,2011-2012,10,2
1693,Computer Engineering,Bachelor's,302,2012-2013,15,2
2053,Computer Engineering,Bachelor's,302,2013-2014,11,6
2054,Computer Engineering,Bachelor's,302,2014-2015,25,
3063,Computer Science,Bachelor's,307,2004-2005,,
3064,Computer Science,Bachelor's,307,2005-2006,,
3065,Computer Science,Bachelor's,307,2006-2007,,
3066,Computer Science,Bachelor's,307,2007-2008,,
3067,Computer Science,Bachelor's,307,2008-2009,,
3068,Computer Science,Bachelor's,307,2009-2010,,
3069,Computer Science,Bachelor's,307,2010-2011,,
3070,Computer Science,Bachelor's,307,2011-2012,,
4999,Computer Science,Bachelor's,311,2015-2016,,
2297,Computer Science,Bachelor's,312,2004-2005,,
2298,Computer Science,Bachelor's,312,2005-2006,,
2299,Computer Science,Bachelor's,312,2006-2007,,
2300,Computer Science,Bachelor's,312,2007-2008,,
2301,Computer Science,Bachelor's,312,2008-2009,,
2302,Computer Science,Bachelor's,312,2009-2010,,
2303,Computer Science,Bachelor's,312,2010-2011,,
2304,Computer Science,Bachelor's,312,2011-2012,,
4576,Computer Science (BS),Bachelor's,314,2015-2016,,
5201,Computer Science (BS),Bachelor's,314,2015-2016,,
4671,Information Technology,Bachelor's,319,2014-2015,27,
4662,Computer Software and Media Applications,Bachelor's,319,2013-2014,15,
4667,Computer Software and Media Applications,Bachelor's,319,2010-2011,16,
4670,Information Technology,Bachelor's,319,2015-2016,27,
4677,Information Technology,Bachelor's,319,2010-2011,4,
4663,Computer Software and Media Applications,Bachelor's,319,2012-2013,8,
4664,Computer Software and Media Applications,Bachelor's,319,2011-2012,18,
4658,Computer Software and Media Applications,Bachelor's,319,2015-2016,14,
4674,Information Technology,Bachelor's,319,2012-2013,12,
4676,Information Technology,Bachelor's,319,2011-2012,8,
4659,Computer Software and Media Applications,Bachelor's,319,2014-2015,11,
4672,Information Technology,Bachelor's,319,2013-2014,12,
3057,Information Technology,Bachelor's,319,2007-2008,,
4678,Information Technology,Bachelor's,319,2009-2010,12,
4679,Information Technology,Bachelor's,319,2008-2009,8,
5281,Information Technology,Bachelor's,319,2016-2017,28,
2037,Computer Science,Bachelor's,319,2011-2012,19,9
2038,Computer Science,Bachelor's,319,2012-2013,34,7
2039,Computer Science,Bachelor's,319,2013-2014,30,14
2040,Computer Science,Bachelor's,319,2014-2015,40,9
3051,Computer Science,Bachelor's,319,2004-2005,,
3052,Computer Science,Bachelor's,319,2005-2006,,
3053,Computer Science,Bachelor's,319,2006-2007,,
3054,Computer Science,Bachelor's,319,2007-2008,,
3055,Computer Science,Bachelor's,319,2008-2009,,
3056,Computer Science,Bachelor's,319,2009-2010,,
4384,Computer Science,Bachelor's,319,2015-2016,62,
3060,Web Design/Graphics,Bachelor's,319,2007-2008,,
4668,Computer Software and Media Applications,Bachelor's,319,2009-2010,17,
4669,Computer Software and Media Applications,Bachelor's,319,2008-2009,11,
5280,Computer Software and Media Applications,Bachelor's,319,2016-2017,29,
2505,Information Technology,Bachelor's,32,2010-2011,,
2506,Information Technology,Bachelor's,32,2011-2012,,
2497,Software Information Systems,Bachelor's,32,2004-2005,,
2498,Software Information Systems,Bachelor's,32,2005-2006,,
2499,Software Information Systems,Bachelor's,32,2006-2007,,
2500,Software Information Systems,Bachelor's,32,2007-2008,,
2501,Software Information Systems,Bachelor's,32,2008-2009,,
2502,Software Information Systems,Bachelor's,32,2009-2010,,
2503,Software Information Systems,Bachelor's,32,2010-2011,,
2504,Software Information Systems,Bachelor's,32,2011-2012,,
2489,Computer Science (BS),Bachelor's,32,2004-2005,,
2490,Computer Science (BS),Bachelor's,32,2005-2006,,
2491,Computer Science (BS),Bachelor's,32,2006-2007,,
2492,Computer Science (BS),Bachelor's,32,2007-2008,,
2493,Computer Science (BS),Bachelor's,32,2008-2009,,
2494,Computer Science (BS),Bachelor's,32,2009-2010,,
2495,Computer Science (BS),Bachelor's,32,2010-2011,,
2496,Computer Science (BS),Bachelor's,32,2011-2012,,
2481,Computer Science (BA),Bachelor's,32,2004-2005,,
2482,Computer Science (BA),Bachelor's,32,2005-2006,,
2483,Computer Science (BA),Bachelor's,32,2006-2007,,
2484,Computer Science (BA),Bachelor's,32,2007-2008,,
2485,Computer Science (BA),Bachelor's,32,2008-2009,,
2486,Computer Science (BA),Bachelor's,32,2009-2010,,
2487,Computer Science (BA),Bachelor's,32,2010-2011,,
2488,Computer Science (BA),Bachelor's,32,2011-2012,,
2716,Information Technology,Bachelor's,320,2009-2010,,
2717,Information Technology,Bachelor's,320,2010-2011,,
2718,Information Technology,Bachelor's,320,2011-2012,,
4439,Information Technology,Bachelor's,320,2015-2016,,
4442,Information Technology,Bachelor's,320,2012-2013,,
4443,Information Technology,Bachelor's,320,2013-2014,,
4444,Information Technology,Bachelor's,320,2014-2015,,
5047,Information Technology,Bachelor's,320,2004-2005,,
2727,Computer Information Systems,Bachelor's,320,2004-2005,,
2728,Computer Information Systems,Bachelor's,320,2005-2006,,
2729,Computer Information Systems,Bachelor's,320,2006-2007,,
2730,Computer Information Systems,Bachelor's,320,2007-2008,,
2731,Computer Information Systems,Bachelor's,320,2008-2009,,
2732,Computer Information Systems,Bachelor's,320,2009-2010,,
2733,Computer Information Systems,Bachelor's,320,2010-2011,,
2734,Computer Information Systems,Bachelor's,320,2011-2012,,
2719,Computer Science,Bachelor's,320,2004-2005,,
2720,Computer Science,Bachelor's,320,2005-2006,,
2721,Computer Science,Bachelor's,320,2006-2007,,
2722,Computer Science,Bachelor's,320,2007-2008,,
2723,Computer Science,Bachelor's,320,2008-2009,,
2724,Computer Science,Bachelor's,320,2009-2010,,
2725,Computer Science,Bachelor's,320,2010-2011,,
2726,Computer Science,Bachelor's,320,2011-2012,,
4445,Computer Science,Bachelor's,320,2012-2013,,
4446,Computer Science,Bachelor's,320,2013-2014,,
4447,Computer Science,Bachelor's,320,2014-2015,,
4448,Computer Science,Bachelor's,320,2015-2016,,
2697,Telecomm Technology,Bachelor's,320,2004-2005,,
2698,Telecomm Technology,Bachelor's,320,2005-2006,,
2699,Telecomm Technology,Bachelor's,320,2006-2007,,
2700,Telecomm Technology,Bachelor's,320,2007-2008,,
2701,Telecomm Technology,Bachelor's,320,2008-2009,,
2702,Telecomm Technology,Bachelor's,320,2009-2010,,
2703,Telecomm Technology,Bachelor's,320,2010-2011,,
2704,Telecomm Technology,Bachelor's,320,2011-2012,,
